calibration_file,calibration\config.csv
start_time,2023-03-15T20:07:41.414551-0700

Thrust,Torque,Time,Thrust_raw,Torque_raw,Time_raw
-0.1278445,0.00528716,307.866,-2887,2018,307866
-0.1277977,0.0053081199999999995,307.966,-2886,2026,307966
-0.1268617,0.0053317,308.06600000000003,-2866,2035,308066
-0.1276105,0.00547056,308.166,-2882,2088,308166
-0.1275637,0.00545746,308.266,-2881,2083,308266
-0.1294357,0.00533432,308.366,-2921,2036,308366
-0.1302313,0.0052924,308.466,-2938,2020,308466
-0.1270957,0.00539982,308.56600000000003,-2871,2061,308566
-0.1298101,0.00542078,308.666,-2929,2069,308666
-0.1294825,0.00546532,308.766,-2922,2086,308766
-0.1277041,0.00546532,308.866,-2884,2086,308866
-0.1261129,0.00541292,308.966,-2850,2066,308966
-0.12335170000000001,0.00540768,309.06600000000003,-2791,2064,309066
-0.12344530000000001,0.005347419999999999,309.166,-2793,2041,309166
-0.1254109,0.00528716,309.266,-2835,2018,309266
-0.1258789,0.005347419999999999,309.366,-2845,2041,309366
-0.1257853,0.00532646,309.466,-2843,2033,309466
-0.1259725,0.0052793,309.56600000000003,-2847,2015,309566
-0.1264405,0.00528978,309.666,-2857,2019,309666
-0.12470890000000001,0.00523738,309.766,-2820,1999,309766
-0.1278445,0.0052661999999999995,309.866,-2887,2010,309866
-0.1279381,0.00538148,309.966,-2889,2054,309966
-0.1279381,0.00545746,310.06600000000003,-2889,2083,310066
-0.1303249,0.00539982,310.166,-2940,2061,310166
-0.1303717,0.00532908,310.266,-2941,2034,310266
-0.1290613,0.00534218,310.366,-2913,2039,310366
-0.1282657,0.0051771199999999995,310.466,-2896,1976,310466
-0.1301377,0.0053972,310.56600000000003,-2936,2060,310566
-0.1306525,0.00539982,310.666,-2947,2061,310666
-0.1285933,0.00536576,310.766,-2903,2048,310766
-0.1280317,0.00541816,310.866,-2891,2068,310866
-0.1276105,0.00542602,310.966,-2882,2071,310966
-0.1288741,0.0053186,311.06600000000003,-2909,2030,311066
-0.1299973,0.005302879999999999,311.166,-2933,2024,311166
-0.1292017,0.00537886,311.266,-2916,2053,311266
-0.1302781,0.00539982,311.366,-2939,2061,311366
-0.1293421,0.0053186,311.466,-2919,2030,311466
-0.1278445,0.00542864,311.56600000000003,-2887,2072,311566
-0.1293421,0.00540768,311.666,-2919,2064,311666
-0.1301845,0.0053841,311.766,-2937,2055,311766
-0.1298569,0.00537886,311.866,-2930,2053,311866
-0.1275169,0.00544698,311.966,-2880,2079,311966
