calibration_file,calibration\config.csv
start_time,2023-03-15T19:43:21.257179-0700

Thrust,Torque,Time,Thrust_raw,Torque_raw,Time_raw
-0.36900489999999997,-0.00304706,36.753,-8040,-1163,36753
-0.2675893,-0.00309422,36.854,-5873,-1181,36854
-0.0920425,-0.0032330799999999997,36.955,-2122,-1234,36955
-0.1321501,-0.00348722,37.056,-2979,-1331,37056
-0.1627105,-0.0035343799999999997,37.157000000000004,-3632,-1349,37157
-0.26482809999999996,-0.00351604,37.258,-5814,-1342,37258
-0.42961089999999996,-0.00352652,37.359,-9335,-1346,37359
-0.0611545,-0.00361298,37.46,-1462,-1379,37460
0.2318135,-0.0037911399999999997,37.561,4798,-1447,37561
0.4127423,-0.00431252,37.662,8664,-1646,37662
0.5767295,-0.00450116,37.763,12168,-1718,37763
0.6140291,-0.00451426,37.864000000000004,12965,-1723,37864
0.19179949999999998,-0.00443304,37.965,3943,-1692,37965
0.0682007,-0.00446448,38.066,1302,-1704,38066
0.0097007,-0.00441732,38.167,52,-1686,38167
-0.1599025,-0.0042312999999999995,38.268,-3572,-1615,38268
-0.7460725,0.0152353,38.369,-16097,5815,38369
-1.0273405,0.04029298,38.47,-22107,15379,38470
-1.0180741,0.0512734,38.571,-21909,19570,38571
-0.0010632999999999997,0.04937128,38.672000000000004,-178,18844,38672
0.4377803,0.04486226,38.773,9199,17123,38773
1.1690303,0.02888288,38.874,24824,11024,38874
1.6255643,0.005777099999999999,38.975,34579,2205,38975
1.7118167,-0.00460858,39.076,36422,-1759,39076
1.8044339,-0.00499634,39.177,38401,-1907,39177
1.9869538999999998,-0.00525572,39.278,42301,-2006,39278
2.5960559,-0.00532908,39.379,55316,-2034,39379
2.3724922999999998,-0.00520332,39.480000000000004,50539,-1986,39480
2.0716619,-0.0052661999999999995,39.581,44111,-2010,39581
2.0482619,-0.00527406,39.682,43611,-2013,39682
2.4688535,-0.00525048,39.783,52598,-2004,39783
2.9894099,-0.00538672,39.884,63721,-2056,39884
3.0225443,-0.005344799999999999,39.985,64429,-2040,39985
