calibration_file,calibration\config.csv
start_time,2023-03-15T19:39:36.966754-0700

Thrust,Torque,Time,Thrust_raw,Torque_raw,Time_raw
0.0820535,0.00026723999999999997,127.318,1598,102,127318
0.08341069999999999,0.00027509999999999996,127.419,1627,105,127419
0.0835511,0.00019912,127.52,1630,76,127520
0.0827087,0.00019125999999999998,127.62100000000001,1612,73,127621
0.0841595,0.00033012,127.72200000000001,1643,126,127722
0.0811175,0.00037465999999999997,127.82300000000001,1578,143,127823
0.0822407,0.0003013,127.924,1602,115,127924
0.0821471,0.00020698,128.025,1600,79,128025
0.0840659,7.86e-05,128.126,1641,30,128126
0.0851423,0.00022008,128.227,1664,84,128227
0.0837851,5.502e-05,128.328,1635,21,128328
0.08341069999999999,0.00018339999999999999,128.429,1627,70,128429
0.0859847,0.00023056,128.53,1682,88,128530
0.0871547,0.00024628,128.631,1707,94,128631
0.08504869999999999,0.00015982,128.732,1662,61,128732
0.0842531,0.00012051999999999999,128.833,1645,46,128833
0.0805559,0.00011528,128.934,1566,44,128934
0.0543479,0.00022794,129.035,1006,87,129035
-0.1565797,0.00018339999999999999,129.136,-3501,70,129136
-0.8970493,0.00028296,129.237,-19323,108,129237
-0.8998105,0.0010584799999999999,129.338,-19382,404,129338
-0.9029929,0.01631212,129.439,-19450,6226,129439
-0.9010741,0.06467207999999999,129.54,-19409,24684,129540
-0.9023377,0.09626404,129.641,-19436,36742,129641
-0.9017293000000001,0.10700604,129.742,-19423,40842,129742
-0.9042097,0.11909734,129.843,-19476,45457,129843
-0.9045373,0.13064892,129.94400000000002,-19483,49866,129944
-0.9035545,0.15018888,130.04500000000002,-19462,57324,130045
-0.9031333,0.168466,130.14600000000002,-19453,64300,130146
-0.9030865,0.1882077,130.247,-19452,71835,130247
-0.8999977,0.22906659999999998,130.348,-19386,87430,130348
-0.9002317,0.28908294,130.449,-19391,110337,130449
-0.8966281,0.30314448,130.55,-19314,115704,130550
-0.8985001,0.32069848,130.651,-19354,122404,130651
-0.9019165,0.34998222,130.752,-19427,133581,130752
-0.9055669000000001,0.37095269999999997,130.853,-19505,141585,130853
-0.9055201,0.38238637999999997,130.954,-19504,145949,130954
-0.9024781000000001,0.41083433999999996,131.055,-19439,156807,131055
-0.9033205,0.44811956,131.156,-19457,171038,131156
-0.9054733,0.46918698,131.257,-19503,179079,131257
-0.9039289,0.46780099999999997,131.358,-19470,178550,131358
-0.9046309,0.46339154,131.459,-19485,176867,131459
-0.9013549,0.46223349999999996,131.56,-19415,176425,131560
-0.9011209,0.4606615,131.661,-19410,175825,131661
-0.9004657,0.45661621999999996,131.762,-19396,174281,131762
-0.9003721,0.45646426,131.863,-19394,174223,131863
-0.9045841,0.46188766,131.964,-19484,176293,131964
-0.9043501,0.46905336,132.065,-19479,179028,132065
-0.9019165,0.46882542,132.166,-19427,178941,132166
-0.9021505,0.46480372,132.267,-19432,177406,132267
-0.9025717,0.46360638,132.368,-19441,176949,132368
-0.9010741,0.46067198,132.469,-19409,175829,132469
-0.9031801,0.46209464,132.57,-19454,176372,132570
-0.9049117,0.46692068,132.671,-19491,178214,132671
-0.9043969000000001,0.46296972,132.772,-19480,176706,132772
-0.9028057,0.43537326,132.873,-19446,166173,132873
-0.9045841,0.3468487,132.974,-19484,132385,132974
-0.9029461,0.22735049999999998,133.075,-19449,86775,133075
-0.9014017,0.08034229999999999,133.17600000000002,-19416,30665,133176
-0.9028525000000001,0.038702639999999996,133.27700000000002,-19447,14772,133277
-0.9035545,0.04179948,133.37800000000001,-19462,15954,133378
-0.9030865,0.12485086,133.479,-19452,47653,133479
-0.9020101,0.22525712,133.58,-19429,85976,133580
-0.9015889,0.29295267999999997,133.681,-19420,111814,133681
-0.9011209,0.35491306,133.782,-19410,135463,133782
-0.9021037000000001,0.48043463999999997,133.883,-19431,183372,133883
-0.9022441,0.50614732,133.984,-19434,193186,133984
-0.9031333,0.52215552,134.085,-19453,199296,134085
-0.9032269,0.49779214,134.186,-19455,189997,134186
-0.9032269,0.35096995999999997,134.287,-19455,133958,134287
-0.9047245,0.19846238,134.388,-19487,75749,134388
-0.9043033,0.14279,134.489,-19478,54500,134489
-0.9023377,0.35049574,134.59,-19436,133777,134590
-0.9026185,0.42888351999999996,134.691,-19442,163696,134691
-0.9003253,0.46868918,134.792,-19393,178889,134792
-0.9028993,0.49757468,134.893,-19448,189914,134893
-0.9032737,0.5154063999999999,134.994,-19456,196720,134994
-0.8998105,0.45898732,135.095,-19382,175186,135095
-0.9001381,0.1733392,135.196,-19389,66160,135196
-0.9023845,0.20722366,135.297,-19437,79093,135297
-0.9042097,0.33364652,135.398,-19476,127346,135398
-0.9036013,0.45425822,135.499,-19463,173381,135499
-0.9006529,0.5129252599999999,135.6,-19400,195773,135600
-0.9010273,0.53198314,135.701,-19408,203047,135701
-0.9013549,0.5216419999999999,135.802,-19415,199100,135802
-0.9019165,0.29147238,135.903,-19427,111249,135903
-0.9019165,0.32519178,136.004,-19427,124119,136004
-0.9046777,0.4336624,136.105,-19486,165520,136105
-0.9065029,0.4625217,136.206,-19525,176535,136206
-0.9054265,0.47363836,136.30700000000002,-19502,180778,136307
-0.9011209,0.46911623999999996,136.40800000000002,-19410,179052,136408
-0.9010273,0.36495814,136.50900000000001,-19408,139297,136509
-0.9014017,0.12084225999999999,136.61,-19416,46123,136610
-0.9023845,0.16218848,136.711,-19437,61904,136711
-0.9043033,0.23959113999999998,136.812,-19478,91447,136812
-0.9021505,0.26270477999999997,136.913,-19432,100269,136913
-0.9039757,0.2469612,137.014,-19471,94260,137014
-0.9039289,0.23845668,137.115,-19470,91014,137115
-0.9031801,0.26447852,137.216,-19454,100946,137216
-0.9029461,0.32369838,137.317,-19449,123549,137317
-0.9028525000000001,0.33418886,137.418,-19447,127553,137418
-0.9028525000000001,0.37033437999999996,137.519,-19447,141349,137519
-0.9041629,0.42241735999999996,137.62,-19475,161228,137620
-0.9028993,0.454439,137.721,-19448,173450,137721
